Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
9946,Australia,"Classic Hunter Valley Sem, if maybe just a little fruit-forward. Like tasting light-bodied lime juice that finishes fresh and clean. Drink it now with oysters, or put some aside for up to 10 years for it to develop toast, honey and marmalade aged characters.",,90,25,New South Wales,Hunter Valley,,S??millon,Tyrrell's
9958,Australia,"Frenchman Jacques Lurton comes from a family that knows a thing or two about making wine, and this offering is a medium-bodied, creamy-textured testament to that. The nose starts off with spring flowers, pear and apricot notes, while the palate add hints of ginger before gliding to a long, pure finish. Drink now.",The White Estate Vineyards,90,15,South Australia,South Australia,,Chardonnay,The Islander
10247,Australia,"This medium-bodied shiraz is remarkably fresh and vibrant, deftly blending maple syrup and smoke with red berries, then easing into a firm, dusty finish. Drink nowÇ??2025.",The McRae Wood,90,52,South Australia,Clare Valley,,Shiraz,Jim Barry
10353,Australia,"Classic Hunter Valley Sem, if maybe just a little fruit-forward. Like tasting light-bodied lime juice that finishes fresh and clean. Drink it now with oysters, or put some aside for up to 10 years for it to develop toast, honey and marmalade aged characters.",,90,25,New South Wales,Hunter Valley,,S??millon,Tyrrell's
10354,Australia,"This seems a bit oaky on the nose, where scents of baking spices and cedar dominate, but those elements are balanced out on the palate, where blackberries, plums and black currants comes to the fore. This is a full-bodied, ripe-textured wine worth a look. Drink nowÇ??2025.",Three Blocks,90,30,South Australia,McLaren Vale,,Cabernet Sauvignon,Fox Creek
10359,Australia,"Frenchman Jacques Lurton comes from a family that knows a thing or two about making wine, and this offering is a medium-bodied, creamy-textured testament to that. The nose starts off with spring flowers, pear and apricot notes, while the palate add hints of ginger before gliding to a long, pure finish. Drink now.",The White Estate Vineyards,90,15,South Australia,South Australia,,Chardonnay,The Islander
10505,Australia,"This has all the size and weight you've come to expect from Australia's most famous wine. Huge fruit and huge oak combine in a full-bodied, richly textured package that delivers waves of toasted coconut, vanilla and intense dark berries yet remains embryonic more than five years after the harvest. That said, the texture isn't quite as tight or as fine as some other vintagesÇ??expect this to be early maturing by Grange standards, and best from 2020Ç??2040.",Grange,98,850,South Australia,South Australia,,Shiraz,Penfolds
10508,Australia,"This shows the strength of the 2010 vintage in the Barossa Valley, marrying incredibly ripe fruit with seamless structure. Cinnamon and vanilla notes from the French oak blend easily into blueberry fruit, all grounded by hints of dark chocolate and umami. It's full bodied, lushly textured almost to the point of creaminess and longÇ??ridiculously longÇ??on the finish. Drink 2018Ç??2030 and possibly beyond.",RWT,97,150,South Australia,Barossa Valley,,Shiraz,Penfolds
10509,Australia,"This is dark and concentrated, as you might expect from Australia's most heralded wine. Oaky scents of maple syrup and vanilla frame hints of mint and superintense dark fruit. On the palate, it's a huge, tannic behemoth that needs 10 years of cellaring, but it delivers plenty of pleasure now in its ultraclean flavors of blackberries, baking spices and vanilla.",Grange,97,600,South Australia,South Australia,,Shiraz,Penfolds
10512,Australia,"Winemaker Dave Powell is no longer with Torbreck, but the 2007 RunRig is one of his finest efforts. The complexity is almost overwhelming, as the aromas range from peppery spice and roasted meat to blueberry and tappanade. It's mouth filling and expansive, yet retains fine acids and just the right amount of slightly dusty tannins on the long finish. Approachable now, but capable of lasting at least though 2020.",RunRig,96,225,South Australia,Barossa Valley,,Shiraz-Viognier,Torbreck
10517,Australia,"RWT (unromantically derived from Ç?úRed Wine TrialÇ?ù) is 100% Barossa Valley Shiraz, aged in 100% French oak. In some vintages, like this one, the combination is incredibly sumptuous, offering layers of blueberry and blackberry fruit intermingled elegantly with hints of French vanilla. It's long, subtle and complex on the finishÇ??a stunning effort. It's approachable now, but should age well through 2030 or so.",RWT,96,150,South Australia,Barossa Valley,,Shiraz,Penfolds
10522,Australia,"With aromas and flavors that range widely from grilled meat, espresso and black olive to dried herbs, cracked pepper and blueberry, this is an enormously complex wine. It's full bodied but balanced by ample acidity, which imparts terrific length to the finish. Drink nowÇ??2017, possibly longer.",The Factor,95,125,South Australia,Barossa Valley,,Shiraz,Torbreck
10528,Australia,"This is likely the most ageworthy Shiraz winemaker John Duval has crafted since leaving Penfolds. The oak is subtle, the fruit still tight. It's full bodied but bursting with potential, shown in hints of black cherries and plums, mocha and mint. The finish is long, mouthwatering and softly dusty in texture, making it luscious yet firm. Drink 2018Ç??2030.",Eligo,95,100,South Australia,Barossa,,Shiraz,John Duval Wines
10575,Australia,"For $13, this is an impressively detailed and complex wine. Floral notes reminiscent of lavender or rosemary mark the nose and impart interest to the palate, which deftly marries herbs, baking spices and dark fruit. Crisp acids combine with soft tannins on the silky finish. Drink nowÇ??2022.",Promised Land,90,13,South Australia,South Australia,,Cabernet Sauvignon,Wakefield Estate
10581,Australia,"This Western outpost of Yalumba's empire has produced a supple Cabernet that's already approachable. Cedar, mocha and vanilla notes wreathe the red-berry fruit, giving this a woody but harmonious nature. Drink nowÇ??2025.",,90,22,Western Australia,Margaret River,,Cabernet Sauvignon,Ringbolt
10585,Australia,"This is a full-bodied, rich and round Cabernet Sauvignon. Juicy, mouthwatering cassis fruit is framed by cedar, vanilla and baking spices, while the finish showcases fine tannins. Given the quality of this wine, it's a shame that Wynns' high-end john Riddoch Cab doesn't get exported to the U.S.",Black Label,90,40,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
10587,Australia,"This is a medium-bodied, richly textured Chardonnay that deserves a place on any table. Grilled pineapple and peach notes convey ripeness without excessive oak or weight, finishing long and plush. Drink nowÇ??2020.",Made With Organic Grapes,90,17,South Australia,South Australia,,Chardonnay,Yalumba
10602,Australia,"This full-bodied, muscular Shiraz is built for the ages. Baking spices and plummy fruit form a concentrated, nearly impenetrable wall on the nose, while the palate is nearly dense enough to stand a fork in. Despite all that, it's not overly heavy or fudge-like, instead offering tremendous poise, purity and length. Drink 2020Ç??2030, and likely then some.",Amery Vineyard Block 6,96,120,South Australia,McLaren Vale,,Shiraz,Kay Brothers
10633,Australia,"There's 10% Zinfandel blended into this wine, but looking at my notes, I never would've thought so. The pale color is all Pinot Noir, as are the aromas of earth and tomato (the vanilla comes from the French oak barrels). It's light and crisp, with a tart finish.",Are You Game?,84,17,Victoria,Victoria,,Pinot Noir,Fowles Wine
10771,Australia,"The fruit for this offering comes from the Green's and Crowhurst vineyards. This wine brings a a sense of cellarworthiness, from the inky color and dense, impenetrable bouquet to the richly tannic palate and long, plushly textured finish. Right now, it delivers hints of toast and mint, blueberry and plum fruit and savory notes of roasted meat and mocha. Drink 2018Ç??2025+.",R Reserve,95,105,South Australia,Barossa Valley,,Shiraz,Kilikanoon
10793,Australia,"Having earned its reputation as one of Australia's finest Chardonnays, the challenge is then to maintain that level of quality. The 2010 Art Series certainly does that. Enticing aromas of woodsmoke, peach and pink grapefruit give way to intense flavors of citrus and stone fruit on the palate. It's full bodied, yet with great focus and length, ending crisply despite the wine's inherent richness. Drink nowÇ??2020, perhaps longer.",Art Series,94,89,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
10865,Australia,"Perhaps the best young wine I've tasted from Margaret River, this makes a compelling case for the region's Cabernet. Pure cassis fruit is lifted and framed by hints of toasted cedar, making for soaring aromatics and flavors, but what sets this wine apart is the tender, silky texture married to ample weight and richness. The finish lingers, with a supple, dreamy character that speaks to a gentle climate and careful winemaking. Drink nowÇ??2030.",,95,84,Western Australia,Margaret River,,Cabernet Sauvignon,Moss Wood
10880,Australia,"This is wonderfully complex and aromatic, with scents ranging from baking spices and savory beef to mixed berries. That swirl of seeming contradictions continues on the palate, backed by luxurious, supple tannins that linger softly on the finish. Drink nowÇ??2025.",St. Andrews Single Vineyard Release,95,60,South Australia,Clare Valley,,Shiraz,Wakefield Estate
11073,Australia,"Eligo is winemaker John Duval's luxury Shiraz, drawn from selected Barossa parcels. The 2009 is a dark, tarry Shiraz, heavy on the savory elements of black olives and dark chocolate and buttressed by ample cassis-tinged fruit. It's full bodied and firm, with a long, finely textured finish. Drink nowÇ??2025.",Eligo,94,100,South Australia,Barossa,,Shiraz,John Duval Wines
11074,Australia,"Like virtually all of Penfolds' top-end reds, this is full bodied and densely concentrated. As it's aged solely in large vats, there's no oak influence and the wine needs a bit of bottle age to come around. For now, it's a bit monolithic, showing hints of mint, black olive and ripe raspberries before ending long and fine. Drink 2017Ç??2030, and perhaps beyond.",St. Henri,94,65,South Australia,South Australia,,Shiraz,Penfolds
11098,Australia,"These 100-plus-year-old vines were transplanted to another site, but continue to yield outstanding wines. Intriguing aromas of fruit compote and roasted meat lead into a palate of blueberry and spice. It's medium to full in body, with supple tannins that finish on a faintly dusty note. Ready to drink now, but should hold at least through 2020.",Orphan Bank,93,57,South Australia,Barossa,,Shiraz,Langmeil
11185,Australia,"A tip of the cap to the Angove family for turning out such an ageworthy wine. It's packed and stacked with mulberry fruit, lashings of vanilla and just a hint of mint. Full-bodied and tannic, it should drink well from 2020Ç??2030.",The Medhyk Old Vine,94,95,South Australia,McLaren Vale,,Shiraz,Angove
11224,Australia,"This is a dry, relatively austere wine. It showcases aromas of wet stone and lemon thyme, followed by flavors of pineapple and lemon and a long, citrusy finish. Drink now.",The Long Paddock,90,15,Victoria,Victoria,,Pinot Grigio,Redbank
