Wines,Country,Rate,Price,State,region_1,region_2,Wine Type,winery
17158,Australia,86,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Rosemount
17237,Australia,87,,Victoria,Yarra Valley,,Pinot Noir,Coldstream Hills
17286,Australia,86,17,South Australia,Eden Valley,,Riesling,Glen Eldon
17290,Australia,86,15,South Australia,Clare Valley,,Riesling,Annie's Lane
17312,Australia,92,75,Western Australia,Margaret River,,Cabernet Sauvignon-Merlot,Cullen
17385,Australia,87,24,Tasmania,Tasmania,,Pinot Noir,Josef Chromy
17432,Australia,85,12,Australia Other,South Eastern Australia,,Shiraz-Grenache,Rosemount
17449,Australia,85,16,Victoria,Victoria,,Chardonnay,Green Point
17455,Australia,85,10,South Australia,South Australia,,Riesling,Stonehaven
17458,Australia,85,12,Australia Other,South Eastern Australia,,Sauvignon Blanc,Rosemount
17530,Australia,87,47,Tasmania,Tasmania,,Pinot Noir,Josef Chromy
17584,Australia,85,10,South Australia,McLaren Vale,,Chardonnay,Hugh Hamilton
17593,Australia,85,12,Australia Other,South Eastern Australia,,Shiraz,Rosemount
17594,Australia,85,25,South Australia,Clare Valley,,Riesling,Mr. Riggs
17641,Australia,83,11,Australia Other,South Eastern Australia,,Sparkling Blend,Yellow Tail
17660,Australia,82,12,Australia Other,South Eastern Australia,,Champagne Blend,Jacob's Creek
17757,Australia,84,7,Australia Other,South Eastern Australia,,Chardonnay,Alice White
17777,Australia,87,35,Victoria,Yarra Valley,,Pinot Noir,Giant Steps
17826,Australia,84,8,Australia Other,South Eastern Australia,,Chardonnay,Lindemans
17841,Australia,83,12,South Australia,South Australia,,Champagne Blend,Jacob's Creek
17848,Australia,83,10,Australia Other,South Eastern Australia,,Chardonnay,Marquee
17862,Australia,87,20,Western Australia,Great Southern,,Pinot Noir,Plantagenet
17868,Australia,86,20,Victoria,Yarra Valley,,Pinot Noir,De Bortoli
17927,Australia,83,9,Australia Other,South Eastern Australia,,Chardonnay,Jacob's Creek
17961,Australia,86,20,Victoria,Yarra Valley,,Pinot Noir,Innocent Bystander
18027,Australia,81,12,Australia Other,South Eastern Australia,,Champagne Blend,Jacob's Creek
18154,Australia,86,65,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
18388,Australia,84,13,South Australia,Eden Valley,,Pinot Noir,Cool Woods
18389,Australia,84,16,Victoria,Strathbogie Ranges,,Pinot Noir,Cooralook
19355,Australia,100,300,Victoria,Rutherglen,,Muscat,Chambers Rosewood Vineyards
19359,Australia,98,97,Victoria,Rutherglen,,Tokay,Campbells
19364,Australia,97,300,Victoria,Rutherglen,,Muscadel,Chambers Rosewood Vineyards
19366,Australia,97,97,Victoria,Rutherglen,,Muscat,Campbells
19378,Australia,95,120,Victoria,Rutherglen,,Tokay,R.L. Buller & Son
19440,Australia,95,70,South Australia,Barossa Valley,,Port,Seppeltsfield
19443,Australia,95,100,Victoria,Rutherglen,,Muscat,Chambers Rosewood Vineyards
19468,Australia,94,84,Victoria,Rutherglen,,Muscat,R.L. Buller & Son
19520,Australia,93,140,Victoria,Rutherglen,,Muscadel,Chambers Rosewood Vineyards
19526,Australia,93,89,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
19745,Australia,92,15,Victoria,Victoria,,Tokay,R.L. Buller & Son
19764,Australia,92,50,South Australia,South Australia,,Port,Yalumba
19765,Australia,92,19,South Australia,South Australia,,Muscat,Yalumba
19885,Australia,91,15,Victoria,Victoria,,Shiraz,Mount Langi Ghiran
19925,Australia,91,15,Victoria,Victoria,,Muscat,R.L. Buller & Son
19943,Australia,91,20,South Australia,McLaren Vale,,Shiraz-Viognier,Wirra Wirra
20001,Australia,91,28,South Australia,Barossa,,Shiraz,Barossa Jack
20054,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Coriole
20113,Australia,90,19,Victoria,Rutherglen,,Muscat,Campbells
20117,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Gemtree
20163,Australia,90,35,South Australia,Barossa,,Shiraz,St Hallett
20166,Australia,90,40,South Australia,Barossa Valley,,Port,Seppeltsfield
20179,Australia,90,22,South Australia,Barossa Valley,,Shiraz,Fetish
20180,Australia,90,18,Victoria,Victoria,,Shiraz-Viognier,Domaine Terlato & Chapoutier
20185,Australia,90,36,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
20240,Australia,90,30,New South Wales,Orange,,Chardonnay,Philip Shaw
20243,Australia,90,30,South Australia,McLaren Vale,,Shiraz,R Wines
20291,Australia,90,19,South Australia,McLaren Vale,,Shiraz,Angove's
20303,Australia,90,19,Victoria,Rutherglen,,Tokay,Campbells
20306,Australia,90,17,South Australia,McLaren Vale,,Shiraz-Viognier,Gemtree
20341,Australia,90,16,Victoria,Rutherglen,,Muscat,Chambers Rosewood Vineyards
20358,Australia,90,26,South Australia,South Australia,,Shiraz,Penfolds
20366,Australia,89,16,Victoria,Rutherglen,,Muscadel,Chambers Rosewood Vineyards
20404,Australia,89,22,Victoria,Pyrenees,,Shiraz,Taltarni
20410,Australia,89,14,Victoria,Victoria,,Port,R.L. Buller & Son
20414,Australia,89,30,South Australia,Barossa,,Port,Grant Burge
20481,Australia,89,14,South Australia,McLaren Vale,,Shiraz,Gemtree
20484,Australia,89,40,Victoria,Rutherglen,,Muscat,Seppeltsfield
20534,Australia,89,37,Australia Other,South Eastern Australia,,Port,De Bortoli
20539,Australia,89,35,Victoria,Yarra Valley,,Chardonnay,Giant Steps
20541,Australia,89,19,South Australia,South Australia,,Port,Yalumba
20548,Australia,89,18,Australia Other,Australia,,Port,Dutschke
20580,Australia,89,36,Victoria,Yarra Valley,,Shiraz-Viognier,De Bortoli
20597,Australia,88,26,Australia Other,South Eastern Australia,,Port,De Bortoli
20658,Australia,88,15,Victoria,Yarra Valley,,Chardonnay,Marquee
20713,Australia,88,,New South Wales,Hunter Valley,,Shiraz,Keith Tulloch
20716,Australia,88,20,South Australia,McLaren Vale,,Shiraz,Marquee
20774,Australia,88,40,South Australia,McLaren Vale,,Port,D'Arenberg
20775,Australia,88,20,Victoria,Yarra Valley,,Shiraz-Viognier,De Bortoli
20776,Australia,88,45,Victoria,Yarra Valley,,Chardonnay,De Bortoli
20838,Australia,88,26,South Australia,Coonawarra,,Shiraz,Penfolds
20842,Australia,88,15,South Australia,South Australia,,Port,Patritti
20856,Australia,88,20,South Australia,McLaren Vale,,Petit Verdot,Gemtree
20860,Australia,88,17,South Australia,South Australia,,Chardonnay,Wakefield Estate
20865,Australia,88,24,South Australia,Barossa,,Shiraz,Thorn Clarke
20868,Australia,88,,Tasmania,Tasmania,,Chardonnay,42??S
20877,Australia,88,16,South Australia,Barossa Valley,,Shiraz,Earthworks
20879,Australia,88,13,Australia Other,South Eastern Australia,,Petit Verdot,De Bortoli
20988,Australia,87,25,South Australia,South Australia,,Port,Seppeltsfield
21034,Australia,87,32,South Australia,McLaren Vale,,Shiraz,Gemtree
21046,Australia,87,11,Australia Other,South Eastern Australia,,Chardonnay,McWilliam's Hanwood Estate
21049,Australia,87,13,Victoria,Yarra Valley,,Chardonnay,Yering Station
21158,Australia,87,10,South Australia,South Australia,,Red Blend,Rocland Estate
21172,Australia,87,19,South Australia,McLaren Vale,,Shiraz,D'Arenberg
21173,Australia,87,30,Victoria,Yarra Valley,,Chardonnay,De Bortoli
21271,Australia,87,20,Victoria,Victoria,,Shiraz-Viognier,Innocent Bystander
21297,Australia,87,18,Victoria,Victoria,,Shiraz,Mount Langi Ghiran
21340,Australia,86,17,South Australia,McLaren Vale,,Chardonnay,Gemtree
21341,Australia,86,8,Australia Other,South Eastern Australia,,Chardonnay,Jacob's Creek
21395,Australia,86,17,South Australia,Barossa,,Red Blend,Peter Lehmann
21404,Australia,86,25,Victoria,Rutherglen,,Muscat,Seppeltsfield
21468,Australia,86,11,Australia Other,South Eastern Australia,,Chardonnay,Ozwell Vintners
21543,Australia,94,100,South Australia,Barossa,,Shiraz,John Duval Wines
21583,Australia,85,9,Australia Other,South Eastern Australia,,Chardonnay,St. Kilda
21586,Australia,85,8,Australia Other,South Eastern Australia,,Chardonnay,Queensgate
21630,Australia,85,12,Australia Other,South Eastern Australia,,Chardonnay,Yellow Tail
21637,Australia,85,10,South Australia,South Australia,,Rh??ne-style Red Blend,Oxford Landing
21648,Australia,85,15,Victoria,Victoria,,Port,R.L. Buller & Son
21651,Australia,85,12,South Australia,South Australia,,Chardonnay,Wolf Blass
21661,Australia,93,150,South Australia,Barossa Valley,,Shiraz,Penfolds
21667,Australia,93,50,South Australia,Clare Valley,,Cabernet Sauvignon,Wakefield Estate
21674,Australia,93,75,South Australia,Clarendon,,Grenache,Clarendon Hills
21690,Australia,85,11,South Australia,Barossa,,Chardonnay,Peter Lehmann
21772,Australia,84,10,South Australia,South Australia,,Shiraz-Viognier,Yalumba
21802,Australia,92,50,South Australia,Clarendon,,Grenache,Clarendon Hills
21853,Australia,92,38,South Australia,Barossa Valley,,Shiraz,Groom
21905,Australia,92,28,South Australia,Barossa,,Shiraz,Grant Burge
21984,Australia,92,38,South Australia,Barossa,,Cabernet Sauvignon,Peter Lehmann
22020,Australia,92,125,South Australia,Barossa,,Cabernet Sauvignon-Shiraz,Yalumba
22027,Australia,91,20,South Australia,South Australia,,Shiraz,Kilikanoon
22029,Australia,91,20,South Australia,Barossa,,Shiraz,Rosedale Wines
22047,Australia,91,24,South Australia,Adelaide Hills,,Syrah,Sidewood
22087,Australia,91,36,South Australia,Barossa Valley,,Shiraz,Glaetzer
22096,Australia,91,20,South Australia,McLaren Vale,,Shiraz,Shingleback
22107,Australia,91,50,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
22108,Australia,91,29,South Australia,McLaren Vale,,Grenache,Chapel Hill
22109,Australia,91,50,South Australia,Clarendon,,Grenache,Clarendon Hills
22159,Australia,91,22,South Australia,McLaren Vale,,Shiraz,Coriole
22160,Australia,91,65,South Australia,McLaren Vale,,Shiraz,Chapel Hill
22165,Australia,91,25,South Australia,Barossa,,Shiraz,Wolf Blass
22228,Australia,90,18,South Australia,Adelaide Hills,,Syrah,Sidewood
22261,Australia,90,20,South Australia,Padthaway,,Cabernet Sauvignon,Morambro Creek
22275,Australia,90,15,Western Australia,Great Southern,,Sauvignon Blanc,Plantagenet
22276,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Oliverhill
22284,Australia,90,20,South Australia,Barossa Valley,,Shiraz,Ross Estate
22325,Australia,90,20,South Australia,Coonawarra,,Cabernet Sauvignon,Penley Estate
22334,Australia,90,40,South Australia,Barossa,,Shiraz,John Duval Wines
22382,Australia,90,21,South Australia,McLaren Vale,,Shiraz,Mitolo
22390,Australia,90,22,South Australia,Barossa,,Shiraz,Thorn Clarke
22391,Australia,90,69,South Australia,Adelaide,,Red Blend,S.C. Pannell
22396,Australia,90,15,South Australia,Fleurieu Peninsula,,Pinot Grigio,Zonte's Footstep
22403,Australia,89,23,South Australia,Kangaroo Island,,Pinot Gris,Hazyblur
22406,Australia,89,70,South Australia,McLaren Vale,,Shiraz,Kilikanoon
22444,Australia,89,16,South Australia,South Australia,,Shiraz,Yalumba
22507,Australia,89,12,South Australia,South Australia,,Shiraz,Milton Park
22529,Australia,89,14,Australia Other,Central Ranges,,Shiraz-Cabernet Sauvignon,Inkberry
22535,Australia,92,75,Victoria,Yarra Valley,,Red Blend,Yarra Yering
22560,Australia,89,20,South Australia,Coonawarra,,Cabernet Sauvignon,Katnook Estate
22568,Australia,89,40,South Australia,Barossa Valley,,Shiraz,Thorn Clarke
22587,Australia,88,13,New South Wales,Hunter Valley,,Shiraz,Hope Estate
22592,Australia,91,32,South Australia,Clare Valley,,Cabernet Sauvignon,Kilikanoon
22632,Australia,88,10,Australia Other,Central Ranges,,Shiraz,Rolling
22645,Australia,88,19,South Australia,Barossa,,Shiraz,Grant Burge
22680,Australia,88,22,South Australia,Coonawarra,,Sauvignon Blanc,Katnook Estate
22681,Australia,88,14,Victoria,Victoria,,Moscato,Innocent Bystander
22686,Australia,88,30,South Australia,Coonawarra,,Cabernet Sauvignon,Parker
22783,Australia,90,50,South Australia,Barossa,,Cabernet Sauvignon,Ch??teau Tanunda
22812,Australia,88,43,South Australia,Coonawarra,,Cabernet Sauvignon,Katnook Estate
22814,Australia,88,25,South Australia,Coonawarra,,Cabernet Sauvignon,Yalumba
22860,Australia,88,15,South Australia,Limestone Coast,,Cabernet Merlot,Greg Norman Estates
22868,Australia,88,20,Australia Other,South Eastern Australia,,Sauvignon Blanc,Taltarni
22871,Australia,88,18,South Australia,Adelaide Hills,,Pinot Gris,Sidewood
22887,Australia,87,15,South Australia,South Australia,,Shiraz,Grant Burge
22908,Australia,89,20,South Australia,McLaren Vale,,Bordeaux-style Red Blend,Gemtree
22992,Australia,87,50,South Australia,Barossa,,Shiraz,Ch??teau Tanunda
22993,Australia,87,10,Australia Other,Central Ranges,,Shiraz,Block 50
23003,Australia,87,50,South Australia,Coonawarra,,Bordeaux-style Red Blend,Penley Estate
23040,Australia,87,17,South Australia,Adelaide Hills,,Pinot Grigio,Robert Oatley
23047,Australia,87,15,South Australia,Langhorne Creek,,Savagnin,Zonte's Footstep
23080,Australia,89,35,South Australia,McLaren Vale,,Cabernet Sauvignon,R Wines
23084,Australia,89,24,Western Australia,Western Australia,,Cabernet Sauvignon,West Cape Howe
23100,Australia,87,18,South Australia,Adelaide Hills,,Sauvignon Blanc,Sidewood
23111,Australia,87,35,South Australia,Coonawarra,,Cabernet Sauvignon,Katnook Estate
23127,Australia,86,17,South Australia,Adelaide Hills,,Sauvignon Blanc,D'Arenberg
23222,Australia,86,22,South Australia,Barossa Valley,,Moscato,Two Hands
23231,Australia,86,11,Australia Other,Central Ranges,,Shiraz,Anthropology
23292,Australia,86,14,Western Australia,Western Australia,,Sauvignon Blanc,James Oatley
23354,Australia,85,,Victoria,Yarra Valley,,Sauvignon Blanc,Coldstream Hills
23356,Australia,85,14,South Australia,Adelaide Hills,,Pinot Grigio,James Oatley
23364,Australia,85,15,New South Wales,Orange,,Sauvignon Blanc-Chardonnay,Tamburlaine
23378,Australia,87,21,Australia Other,South Eastern Australia,,Red Blend,Brokenwood
23426,Australia,85,13,Australia Other,South Eastern Australia,,Moscato,Jacob's Creek
23428,Australia,85,7,Australia Other,South Eastern Australia,,Moscato,Lindemans
23570,Australia,86,17,South Australia,Barossa Valley,,Cabernet Sauvignon,Chocolate Box
23615,Australia,86,13,South Australia,Barossa,,Red Blend,St Hallett
23623,Australia,86,29,South Australia,McLaren Vale-Adelaide Hills,,Bordeaux-style Red Blend,D'Arenberg
23648,Australia,84,13,Australia Other,Australia,,Moscato,ZED
23798,Australia,85,16,South Australia,Barossa,,Red Blend,Peter Lehmann
23805,Australia,85,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
23811,Australia,85,22,South Australia,Barossa,,Bordeaux-style Red Blend,Kest Wines
23891,Australia,93,28,South Australia,Eden Valley,,Riesling,Pewsey Vale
23942,Australia,84,10,Western Australia,Western Australia,,Cabernet Blend,Ironberry
23960,Australia,84,13,South Australia,South Australia,,Cabernet Sauvignon,Red Knot
23965,Australia,84,20,South Australia,Barossa Valley,,Red Blend,Turkey Flat
24022,Australia,84,16,South Australia,Langhorne Creek,,Cabernet Sauvignon,Zonte's Footstep
24064,Australia,83,13,South Australia,South Australia,,Cabernet Sauvignon,Wolf Blass
24189,Australia,91,20,South Australia,Eden Valley,,Riesling,Penfolds
24307,Australia,91,17,South Australia,Clare Valley,,Riesling,Wakefield Estate
24393,Australia,90,18,South Australia,Clare Valley,,Riesling,Jim Barry
24482,Australia,90,18,South Australia,Eden Valley,,Riesling,Pewsey Vale
24516,Australia,90,17,South Australia,Adelaide Hills,,Riesling,Wirra Wirra
24622,Australia,89,17,South Australia,Coonawarra,,Riesling,Katnook Estate
24665,Australia,89,12,South Australia,South Australia,,Riesling,Wakefield Estate
24680,Australia,89,12,South Australia,South Australia,,Riesling,Yalumba
24736,Australia,89,20,South Australia,Clare Valley,,Riesling,Kilikanoon
24740,Australia,89,14,South Australia,Eden Valley,,Riesling,Thorn Clarke
24759,Australia,90,20,Tasmania,Tasmania,,Champagne Blend,Frogmore Creek
24787,Australia,89,35,South Australia,Clare Valley,,Riesling,Kilikanoon
24918,Australia,88,21,Western Australia,Mount Barker,,Riesling,Plantagenet
24946,Australia,89,20,Tasmania,Tasmania,,Sparkling Blend,Jansz
24970,Australia,88,,South Australia,Clare Valley,,Riesling,Pauletts
25000,Australia,89,22,Tasmania,Tasmania,,Sparkling Blend,Jansz
25035,Australia,88,25,South Australia,Eden Valley,,Riesling,Mesh
25082,Australia,88,12,South Australia,South Australia,,Riesling,Milton Park
25089,Australia,88,46,South Australia,Clare Valley,,Riesling,Pikes
25145,Australia,88,21,South Australia,Barossa Valley,,Shiraz,Chocolate Box
25186,Australia,88,25,Australia Other,South Eastern Australia,,Sparkling Blend,Taltarni
25212,Australia,88,17,South Australia,McLaren Vale,,Riesling,D'Arenberg
25718,Australia,86,12,Victoria,Victoria,,Riesling,Frisk
25807,Australia,86,10,Australia Other,South Eastern Australia,,Chardonnay,De Bortoli
25836,Australia,86,22,Western Australia,Margaret River,,Riesling,Leeuwin Estate
25940,Australia,85,13,Australia Other,Australia,,Shiraz,De Bortoli
25971,Australia,86,13,South Australia,Barossa,,Riesling,Jacob's Creek
25987,Australia,85,13,Australia Other,Australia,,Pinot Grigio,De Bortoli
26047,Australia,84,13,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
26085,Australia,85,16,South Australia,Barossa,,Riesling,Ch??teau Tanunda
26127,Australia,84,8,Australia Other,South Eastern Australia,,Sparkling Blend,Beelgara
26135,Australia,85,,South Australia,Clare Valley,,Riesling,Pauletts
26171,Australia,84,17,South Australia,Barossa Valley,,Moscato,Chocolate Box
26187,Australia,83,13,Australia Other,South Eastern Australia,,Sparkling Blend,De Bortoli
26197,Australia,83,13,Australia Other,South Eastern Australia,,Sauvignon Blanc,De Bortoli
26210,Australia,82,15,Australia Other,Australia,,Sparkling Blend,Hesketh
27271,Australia,91,17,South Australia,Clare Valley,,Cabernet Sauvignon,Wakefield Estate
27275,Australia,91,36,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
27276,Australia,91,85,South Australia,McLaren Vale,,Shiraz,D'Arenberg
27295,Australia,91,85,South Australia,McLaren Vale,,Shiraz,D'Arenberg
27296,Australia,91,32,South Australia,McLaren Vale,,Grenache,Yangarra Estate Vineyard
